Score,Gender,Income,Age-range,Mean,SD,HDI_5%,HDI_95%
S2,Male,Inc3,35-49,0.055846743966409734,0.0032052855552657054,0.05087686737157294,0.0612152782578172
S3,Male,Inc3,35-49,0.03038462102272481,0.002312098617964432,0.026688599482515167,0.034262946832893604
S0,Female,Inc4,35-49,0.5863015360418226,0.006497165007558233,0.5756842513488228,0.5970599721891027
S1,Female,Inc4,35-49,0.24471647376977515,0.005939404604401247,0.23509951798058945,0.2545431121863148
S2,Female,Inc4,35-49,0.10143670131880467,0.004241120146128445,0.09437433309875372,0.10825838195867418
S3,Female,Inc4,35-49,0.06754528886959761,0.00355548711628193,0.0615994504530653,0.0731982991417556
S0,Male,Inc4,35-49,0.5971572130671888,0.006448043613566221,0.5864757895573819,0.6073755007531896
S1,Male,Inc4,35-49,0.23909504828949935,0.0059050182775927775,0.22951282131960477,0.2487720314656001
S2,Male,Inc4,35-49,0.09688367015920088,0.0041218794804924975,0.0904393997536099,0.10389960930502708
S3,Male,Inc4,35-49,0.06686406848411099,0.0036090697070200826,0.061329403960268765,0.07311677430211588
S0,Female,Inc5,35-49,0.5163276763061934,0.00640889978936601,0.505261024588377,0.5262943559171379
S1,Female,Inc5,35-49,0.2841177185834939,0.005892622450411268,0.2744040070535635,0.29371410211877536
S2,Female,Inc5,35-49,0.12183085544227283,0.004611485931056392,0.1143658388132365,0.12968591644833732
S3,Female,Inc5,35-49,0.07772374966803988,0.003827728541972437,0.07162982910462283,0.08415073661088071
S0,Male,Inc5,35-49,0.4749645234434832,0.006728654396030588,0.46457546136501715,0.4864939845038501
S1,Male,Inc5,35-49,0.29894939940437154,0.005990274955206252,0.289434686538376,0.30898301409666673
S2,Male,Inc5,35-49,0.13727896749194748,0.005164027724796985,0.12935629228874648,0.14633332667333618
S3,Male,Inc5,35-49,0.0888071096601977,0.004417284617488377,0.0818101833119883,0.09631728068726063
S0,Female,Inc1,50-64,0.7583757038888775,0.00686881948665431,0.7473466681470895,0.7700422787937347
S1,Female,Inc1,50-64,0.16263641655390543,0.005850697586797109,0.15242655957384413,0.1717672298163796
S2,Female,Inc1,50-64,0.05412484395654627,0.0033121455402962403,0.04860601506348257,0.05942456395122993
S3,Female,Inc1,50-64,0.024863035600670783,0.0021686620092192747,0.021357452749437778,0.028410849171163405
S0,Male,Inc1,50-64,0.7715372177232034,0.006906291220211122,0.7606029199259283,0.7834890242115691
S1,Male,Inc1,50-64,0.15812546511197684,0.005870189665143868,0.14768351052684717,0.16705705797918505
S2,Male,Inc1,50-64,0.0487733682986468,0.0031020758130494083,0.043424534739611116,0.05377219731758293
S3,Male,Inc1,50-64,0.021563948866172956,0.0019581314070106397,0.018294676477745724,0.024684205936395268
S0,Female,Inc2,50-64,0.6677158275034023,0.007073053445630935,0.6564047534375084,0.6798188960416626
S1,Female,Inc2,50-64,0.20914032756452905,0.006100129279292966,0.19864781734164294,0.2186212044883446
S2,Female,Inc2,50-64,0.07487708571084324,0.0039017117920483457,0.06832136835863603,0.08098601764310108
S3,Female,Inc2,50-64,0.04826675922122525,0.0031390207543989693,0.043065417843911054,0.053464999818386344
S0,Male,Inc2,50-64,0.6910189679850812,0.006930273603918373,0.6794566472328677,0.7019562087325313
S1,Male,Inc2,50-64,0.20535697141553708,0.005856059519890373,0.1962829524003368,0.21573052979534196
S2,Male,Inc2,50-64,0.06528063137552517,0.003403073708785889,0.05978158313785112,0.07102319676094507
S3,Male,Inc2,50-64,0.03834342922385654,0.002465030963376187,0.034329181636706556,0.0423536848028856
S0,Female,Inc3,50-64,0.7566969642596578,0.007498273042052548,0.7447206026325764,0.7691943661984313
S1,Female,Inc3,50-64,0.1590529169410197,0.006200246464358266,0.14936125328074887,0.1700769821583815
S2,Female,Inc3,50-64,0.054099331411900875,0.003578890043051837,0.04832701376143429,0.05993817777591515
S3,Female,Inc3,50-64,0.030150787387421524,0.0026445006847065308,0.025871364021912594,0.034452991114986446
S0,Male,Inc3,50-64,0.7539096370836219,0.006499011502289845,0.7425333047694205,0.7638589715984863
S1,Male,Inc3,50-64,0.15985899792724362,0.005489992847894099,0.15036774123114274,0.16850411884485417
S2,Male,Inc3,50-64,0.055846743966409734,0.0032052855552657054,0.05087686737157294,0.0612152782578172
S3,Male,Inc3,50-64,0.03038462102272481,0.002312098617964432,0.026688599482515167,0.034262946832893604
S0,Female,Inc4,50-64,0.5863015360418226,0.006497165007558233,0.5756842513488228,0.5970599721891027
S1,Female,Inc4,50-64,0.24471647376977515,0.005939404604401247,0.23509951798058945,0.2545431121863148
S2,Female,Inc4,50-64,0.10143670131880467,0.004241120146128445,0.09437433309875372,0.10825838195867418
S3,Female,Inc4,50-64,0.06754528886959761,0.00355548711628193,0.0615994504530653,0.0731982991417556
S0,Male,Inc4,50-64,0.5971572130671888,0.006448043613566221,0.5864757895573819,0.6073755007531896
S1,Male,Inc4,50-64,0.23909504828949935,0.0059050182775927775,0.22951282131960477,0.2487720314656001
S2,Male,Inc4,50-64,0.09688367015920088,0.0041218794804924975,0.0904393997536099,0.10389960930502708
S3,Male,Inc4,50-64,0.06686406848411099,0.0036090697070200826,0.061329403960268765,0.07311677430211588
S0,Female,Inc5,50-64,0.5163276763061934,0.00640889978936601,0.505261024588377,0.5262943559171379
S1,Female,Inc5,50-64,0.2841177185834939,0.005892622450411268,0.2744040070535635,0.29371410211877536
S2,Female,Inc5,50-64,0.12183085544227283,0.004611485931056392,0.1143658388132365,0.12968591644833732
S3,Female,Inc5,50-64,0.07772374966803988,0.003827728541972437,0.07162982910462283,0.08415073661088071
S0,Male,Inc5,50-64,0.4749645234434832,0.006728654396030588,0.46457546136501715,0.4864939845038501
S1,Male,Inc5,50-64,0.29894939940437154,0.005990274955206252,0.289434686538376,0.30898301409666673
S2,Male,Inc5,50-64,0.13727896749194748,0.005164027724796985,0.12935629228874648,0.14633332667333618
S3,Male,Inc5,50-64,0.0888071096601977,0.004417284617488377,0.0818101833119883,0.09631728068726063
S0,Female,Inc1,65-83,0.7583757038888775,0.00686881948665431,0.7473466681470895,0.7700422787937347
S1,Female,Inc1,65-83,0.16263641655390543,0.005850697586797109,0.15242655957384413,0.1717672298163796
S2,Female,Inc1,65-83,0.05412484395654627,0.0033121455402962403,0.04860601506348257,0.05942456395122993
S3,Female,Inc1,65-83,0.024863035600670783,0.0021686620092192747,0.021357452749437778,0.028410849171163405
S0,Male,Inc1,65-83,0.7715372177232034,0.006906291220211122,0.7606029199259283,0.7834890242115691
S1,Male,Inc1,65-83,0.15812546511197684,0.005870189665143868,0.14768351052684717,0.16705705797918505
S2,Male,Inc1,65-83,0.0487733682986468,0.0031020758130494083,0.043424534739611116,0.05377219731758293
S3,Male,Inc1,65-83,0.021563948866172956,0.0019581314070106397,0.018294676477745724,0.024684205936395268
S0,Female,Inc2,65-83,0.6677158275034023,0.007073053445630935,0.6564047534375084,0.6798188960416626
S1,Female,Inc2,65-83,0.20914032756452905,0.006100129279292966,0.19864781734164294,0.2186212044883446
S2,Female,Inc2,65-83,0.07487708571084324,0.0039017117920483457,0.06832136835863603,0.08098601764310108
S3,Female,Inc2,65-83,0.04826675922122525,0.0031390207543989693,0.043065417843911054,0.053464999818386344
S0,Male,Inc2,65-83,0.6910189679850812,0.006930273603918373,0.6794566472328677,0.7019562087325313
S1,Male,Inc2,65-83,0.20535697141553708,0.005856059519890373,0.1962829524003368,0.21573052979534196
S2,Male,Inc2,65-83,0.06528063137552517,0.003403073708785889,0.05978158313785112,0.07102319676094507
S3,Male,Inc2,65-83,0.03834342922385654,0.002465030963376187,0.034329181636706556,0.0423536848028856
S0,Female,Inc3,65-83,0.7566969642596578,0.007498273042052548,0.7447206026325764,0.7691943661984313
S1,Female,Inc3,65-83,0.1590529169410197,0.006200246464358266,0.14936125328074887,0.1700769821583815
S2,Female,Inc3,65-83,0.054099331411900875,0.003578890043051837,0.04832701376143429,0.05993817777591515
S3,Female,Inc3,65-83,0.030150787387421524,0.0026445006847065308,0.025871364021912594,0.034452991114986446
S0,Male,Inc3,65-83,0.7539096370836219,0.006499011502289845,0.7425333047694205,0.7638589715984863
S1,Male,Inc3,65-83,0.15985899792724362,0.005489992847894099,0.15036774123114274,0.16850411884485417
S2,Male,Inc3,65-83,0.055846743966409734,0.0032052855552657054,0.05087686737157294,0.0612152782578172
S3,Male,Inc3,65-83,0.03038462102272481,0.002312098617964432,0.026688599482515167,0.034262946832893604
S0,Female,Inc4,65-83,0.5863015360418226,0.006497165007558233,0.5756842513488228,0.5970599721891027
S1,Female,Inc4,65-83,0.24471647376977515,0.005939404604401247,0.23509951798058945,0.2545431121863148
S2,Female,Inc4,65-83,0.10143670131880467,0.004241120146128445,0.09437433309875372,0.10825838195867418
S3,Female,Inc4,65-83,0.06754528886959761,0.00355548711628193,0.0615994504530653,0.0731982991417556
S0,Male,Inc4,65-83,0.5971572130671888,0.006448043613566221,0.5864757895573819,0.6073755007531896
S1,Male,Inc4,65-83,0.23909504828949935,0.0059050182775927775,0.22951282131960477,0.2487720314656001
S2,Male,Inc4,65-83,0.09688367015920088,0.0041218794804924975,0.0904393997536099,0.10389960930502708
S3,Male,Inc4,65-83,0.06686406848411099,0.0036090697070200826,0.061329403960268765,0.07311677430211588
S0,Female,Inc5,65-83,0.5163276763061934,0.00640889978936601,0.505261024588377,0.5262943559171379
S1,Female,Inc5,65-83,0.2841177185834939,0.005892622450411268,0.2744040070535635,0.29371410211877536
S2,Female,Inc5,65-83,0.12183085544227283,0.004611485931056392,0.1143658388132365,0.12968591644833732
S3,Female,Inc5,65-83,0.07772374966803988,0.003827728541972437,0.07162982910462283,0.08415073661088071
S0,Male,Inc5,65-83,0.4749645234434832,0.006728654396030588,0.46457546136501715,0.4864939845038501
S1,Male,Inc5,65-83,0.29894939940437154,0.005990274955206252,0.289434686538376,0.30898301409666673
S2,Male,Inc5,65-83,0.13727896749194748,0.005164027724796985,0.12935629228874648,0.14633332667333618
S3,Male,Inc5,65-83,0.0888071096601977,0.004417284617488377,0.0818101833119883,0.09631728068726063
S0,Female,Inc1,Average_Age,0.7578621747664254,0.006592953258433931,0.7476962366819708,0.7695008751997308
S1,Female,Inc1,Average_Age,0.16398790764028479,0.005762011209553045,0.1546599829253686,0.17377681312905274
S2,Female,Inc1,Average_Age,0.05360185305682095,0.0032248319346698494,0.04848443167016649,0.05905222758032463
S3,Female,Inc1,Average_Age,0.024548064536468885,0.0020991662796869706,0.02124264916073541,0.02809888416975126
S0,Male,Inc1,Average_Age,0.7497109410123035,0.006837660947098547,0.7388254173590798,0.7613310492506666
S1,Male,Inc1,Average_Age,0.16918526943832524,0.005906105253359276,0.1589617875977043,0.17842382800647458
S2,Male,Inc1,Average_Age,0.05560760764681454,0.003369579885333392,0.05027706595952373,0.06136391243472643
S3,Male,Inc1,Average_Age,0.025496181902556713,0.0022051330555056038,0.021881628454949436,0.02905916952769387
S0,Female,Inc2,Average_Age,0.6906078654159785,0.006712670982968743,0.6801520156173676,0.7018814707694785
S1,Female,Inc2,Average_Age,0.2051561703382785,0.005826776498186567,0.19508423608361194,0.21426472154328355
S2,Female,Inc2,Average_Age,0.06512533816318179,0.00330035290331685,0.05953434592062277,0.07032245389040219
S3,Female,Inc2,Average_Age,0.03911062608256126,0.002382821003471124,0.035400061620082864,0.043355934940555736
S0,Male,Inc2,Average_Age,0.6986489957981719,0.006365761066448411,0.6886463651495939,0.709312610584438
S1,Male,Inc2,Average_Age,0.1947370272770065,0.005553949903715898,0.18576055806708094,0.20413140162605967
S2,Male,Inc2,Average_Age,0.06609331657478835,0.003375718293194184,0.060461118225211864,0.07158035816221568
S3,Male,Inc2,Average_Age,0.04052066035003332,0.002519435106833925,0.03646658497027061,0.044724669519618766
S0,Female,Inc3,Average_Age,0.742987335644505,0.006876334986769697,0.7320819884368707,0.7547505385970131
S1,Female,Inc3,Average_Age,0.16350119228180762,0.005961010636652635,0.15371873746582074,0.1735000263149366
S2,Female,Inc3,Average_Age,0.059640786233563024,0.0035998098669672305,0.053751304850134976,0.06543174021482973
S3,Female,Inc3,Average_Age,0.03387068584012435,0.0027041237058331074,0.02953731077179251,0.03842901840554318
S0,Male,Inc3,Average_Age,0.7401170735812108,0.006402198391068468,0.730162096759746,0.75106548052159
S1,Male,Inc3,Average_Age,0.1645039756941198,0.005594045688689506,0.1553957653806079,0.17401156115092645
S2,Male,Inc3,Average_Age,0.06046825351737462,0.003366584672441927,0.05520432039714689,0.06609696595843188
S3,Male,Inc3,Average_Age,0.03491069720729483,0.002524619784641898,0.030498559975520107,0.03880092027880979
S0,Female,Inc4,Average_Age,0.6011633456851286,0.006301950678816636,0.5908094039784738,0.6114404234287675
S1,Female,Inc4,Average_Age,0.23547561779905113,0.005869984062299953,0.22624450707745666,0.24556533072492095
S2,Female,Inc4,Average_Age,0.09786984130887105,0.004148728324759571,0.09080167282171749,0.1044408276668824
S3,Female,Inc4,Average_Age,0.06549119520694921,0.003476518957785915,0.059939746004378895,0.07122363587548308
S0,Male,Inc4,Average_Age,0.6244040787260595,0.006410046850372635,0.6140177469762208,0.6348791904507413
S1,Male,Inc4,Average_Age,0.22314081059729454,0.005817435961414384,0.21315778843429387,0.23231529141734686
S2,Male,Inc4,Average_Age,0.09241875625892461,0.003989313282012361,0.08580809877837342,0.09895579137538492
S3,Male,Inc4,Average_Age,0.06003635441772131,0.0032234336049178003,0.05467274864620726,0.06526303200896032
S0,Female,Inc5,Average_Age,0.49810342650134215,0.006138590731299275,0.4880628234614206,0.5079894718761119
S1,Female,Inc5,Average_Age,0.28886835025547225,0.005700650577532053,0.27972483385970287,0.2984598348143113
S2,Female,Inc5,Average_Age,0.1290801484946502,0.004666987788125305,0.12156423809739003,0.13700712186441538
S3,Female,Inc5,Average_Age,0.08394807474853541,0.003932147669887752,0.07756269653970646,0.0904419320196735
S0,Male,Inc5,Average_Age,0.48941790583216604,0.006477919828422014,0.4788764441416768,0.4997692239342025
S1,Male,Inc5,Average_Age,0.29379241534772826,0.006013279294329218,0.28466064609639535,0.3043276730633192
S2,Male,Inc5,Average_Age,0.13213703684745162,0.004945759523722828,0.12369368271380037,0.14002766790057825
S3,Male,Inc5,Average_Age,0.08465264197265408,0.004141219825035083,0.07814694394710923,0.09168543510844883
S0,Female,Average_Income,Average_Age,0.6639335587567111,0.004515743941762034,0.6566414727545551,0.6713488208446167
S1,Female,Average_Income,Average_Age,0.2083630657736274,0.004113869331800139,0.20152907026465838,0.21502420787347692
S2,Female,Average_Income,Average_Age,0.07966080038142269,0.0027456557437054887,0.07513117435751843,0.08412263713239293
S3,Female,Average_Income,Average_Age,0.04804257508823879,0.0021495889557521697,0.04457697499678109,0.05164840194944427
S0,Male,Average_Income,Average_Age,0.6519083502134452,0.004558784507476173,0.6444103494405728,0.6592876474629669
S1,Male,Average_Income,Average_Age,0.21327581900134807,0.004158200706187511,0.20658162053816495,0.22022449594149357
S2,Male,Average_Income,Average_Age,0.08381747882508249,0.0028706860193898403,0.07935189597737609,0.08882300783038888
S3,Male,Average_Income,Average_Age,0.05099835196012424,0.0022754242632809824,0.04709815164028832,0.05463813106763619
