Score,Gender,Income,Age-range,Mean,SD,HDI_5%,HDI_95%
S1,Male,Inc1,50-64,0.15790428259668057,0.006575517125188556,0.14744889981305462,0.1685034982846241
S2,Male,Inc1,50-64,0.053205074841836765,0.003650536545973978,0.04707431693999007,0.059059867510049914
S3,Male,Inc1,50-64,0.025216451641428498,0.002326632274534992,0.021518992812451624,0.029076151476745516
S0,Female,Inc2,50-64,0.6917967494380364,0.008866014374403859,0.6761818869497532,0.705628213397483
S1,Female,Inc2,50-64,0.1893966513359972,0.007664041554134421,0.1773867081030314,0.20227334740651934
S2,Female,Inc2,50-64,0.07080456199617782,0.004923347082000864,0.06329937222590942,0.079392279086643
S3,Female,Inc2,50-64,0.04800203722978847,0.0040760753751445744,0.04132940250142119,0.05473783907156934
S0,Male,Inc2,50-64,0.7116256330502574,0.0076270897673241115,0.6992388469924419,0.7240766126138547
S1,Male,Inc2,50-64,0.1815258780836406,0.006678274033600511,0.17080739525767752,0.19282298700175554
S2,Male,Inc2,50-64,0.063942316509914,0.004160903270535238,0.057098626018425795,0.07076614406742929
S3,Male,Inc2,50-64,0.0429061723561879,0.0032753266365976837,0.03735536297347629,0.04799843918502729
S0,Female,Inc3,50-64,0.7704296460703399,0.007445598458069172,0.759093890752357,0.7834495696989292
S1,Female,Inc3,50-64,0.14496723347373933,0.006071850688946391,0.13542962804929137,0.15557252792516643
S2,Female,Inc3,50-64,0.05070342686517468,0.0035747076978489066,0.045034509621186505,0.056588046394740604
S3,Female,Inc3,50-64,0.03389969359074608,0.0028531179140529727,0.029084975695491073,0.03833262466555467
S0,Male,Inc3,50-64,0.7706717204712659,0.006599167839445701,0.7600071261583722,0.7814609628730625
S1,Male,Inc3,50-64,0.14311949981597696,0.00547421860776752,0.1338909426755579,0.15186961383810868
S2,Male,Inc3,50-64,0.05096918487867682,0.0032088297486326457,0.04583203274509988,0.056277246191035336
S3,Male,Inc3,50-64,0.03523959483408043,0.0025979486760666208,0.031027120286874987,0.03935094882919792
S0,Female,Inc4,50-64,0.6684093341869629,0.006331956734027461,0.6579028090723837,0.6788057120040158
S1,Female,Inc4,50-64,0.19592169043878335,0.005531655663053021,0.18712918417553198,0.205369952758683
S2,Female,Inc4,50-64,0.08073985651934067,0.0038380764756049054,0.07426581936401401,0.08697437735028316
S3,Female,Inc4,50-64,0.05492911885491298,0.0033017674293974696,0.049444874491930274,0.06025647100394491
S0,Male,Inc4,50-64,0.6822046417824914,0.007126763889716469,0.6701935481725554,0.6933585982468858
S1,Male,Inc4,50-64,0.19152049898855342,0.006043474278428891,0.18205668963407617,0.2018304655600302
S2,Male,Inc4,50-64,0.0753776603279634,0.004022963338387649,0.06828432848795882,0.0815197506611584
S3,Male,Inc4,50-64,0.05089719890099171,0.0034448877338117277,0.045202219336118406,0.056504482803697006
S0,Female,Inc5,50-64,0.5116019354179194,0.006643364326733262,0.5019257207544549,0.5236397358863211
S1,Female,Inc5,50-64,0.2754138178981179,0.006121806189347088,0.26519562042962164,0.285495804325418
S2,Female,Inc5,50-64,0.12378777949658508,0.004846766008342252,0.11550920466268677,0.13124264436485153
S3,Female,Inc5,50-64,0.08919646718737757,0.004405719037358009,0.08179918382258998,0.09607107154489421
S0,Male,Inc5,50-64,0.5350461103453659,0.006702137845782268,0.5240655839671365,0.5460470795734889
S1,Male,Inc5,50-64,0.2672169834512944,0.00637739184560838,0.25688690050389457,0.27790709378529643
S2,Male,Inc5,50-64,0.11386384360579686,0.004832963865237266,0.10608711795022308,0.12191536569300446
S3,Male,Inc5,50-64,0.08387306259754282,0.004496065091629784,0.07627969720679964,0.09092038365000321
S0,Female,Inc1,65-83,0.7328313029659643,0.007399740204723683,0.7204607397130556,0.7445374372314101
S1,Female,Inc1,65-83,0.1702763161606212,0.006570901408327732,0.15950905909236762,0.1806216938553758
S2,Female,Inc1,65-83,0.063928673397752,0.004061065333243447,0.057534817633337204,0.07072641752289541
S3,Female,Inc1,65-83,0.032963707475662574,0.002859648588045858,0.027940876692146028,0.037353427890797014
S0,Male,Inc1,65-83,0.7636741909200541,0.007743963625455196,0.7510715337149302,0.7762084651705672
S1,Male,Inc1,65-83,0.15790428259668057,0.006575517125188556,0.14744889981305462,0.1685034982846241
S2,Male,Inc1,65-83,0.053205074841836765,0.003650536545973978,0.04707431693999007,0.059059867510049914
S3,Male,Inc1,65-83,0.025216451641428498,0.002326632274534992,0.021518992812451624,0.029076151476745516
S0,Female,Inc2,65-83,0.6917967494380364,0.008866014374403859,0.6761818869497532,0.705628213397483
S1,Female,Inc2,65-83,0.1893966513359972,0.007664041554134421,0.1773867081030314,0.20227334740651934
S2,Female,Inc2,65-83,0.07080456199617782,0.004923347082000864,0.06329937222590942,0.079392279086643
S3,Female,Inc2,65-83,0.04800203722978847,0.0040760753751445744,0.04132940250142119,0.05473783907156934
S0,Male,Inc2,65-83,0.7116256330502574,0.0076270897673241115,0.6992388469924419,0.7240766126138547
S1,Male,Inc2,65-83,0.1815258780836406,0.006678274033600511,0.17080739525767752,0.19282298700175554
S2,Male,Inc2,65-83,0.063942316509914,0.004160903270535238,0.057098626018425795,0.07076614406742929
S3,Male,Inc2,65-83,0.0429061723561879,0.0032753266365976837,0.03735536297347629,0.04799843918502729
S0,Female,Inc3,65-83,0.7704296460703399,0.007445598458069172,0.759093890752357,0.7834495696989292
S1,Female,Inc3,65-83,0.14496723347373933,0.006071850688946391,0.13542962804929137,0.15557252792516643
S2,Female,Inc3,65-83,0.05070342686517468,0.0035747076978489066,0.045034509621186505,0.056588046394740604
S3,Female,Inc3,65-83,0.03389969359074608,0.0028531179140529727,0.029084975695491073,0.03833262466555467
S0,Male,Inc3,65-83,0.7706717204712659,0.006599167839445701,0.7600071261583722,0.7814609628730625
S1,Male,Inc3,65-83,0.14311949981597696,0.00547421860776752,0.1338909426755579,0.15186961383810868
S2,Male,Inc3,65-83,0.05096918487867682,0.0032088297486326457,0.04583203274509988,0.056277246191035336
S3,Male,Inc3,65-83,0.03523959483408043,0.0025979486760666208,0.031027120286874987,0.03935094882919792
S0,Female,Inc4,65-83,0.6684093341869629,0.006331956734027461,0.6579028090723837,0.6788057120040158
S1,Female,Inc4,65-83,0.19592169043878335,0.005531655663053021,0.18712918417553198,0.205369952758683
S2,Female,Inc4,65-83,0.08073985651934067,0.0038380764756049054,0.07426581936401401,0.08697437735028316
S3,Female,Inc4,65-83,0.05492911885491298,0.0033017674293974696,0.049444874491930274,0.06025647100394491
S0,Male,Inc4,65-83,0.6822046417824914,0.007126763889716469,0.6701935481725554,0.6933585982468858
S1,Male,Inc4,65-83,0.19152049898855342,0.006043474278428891,0.18205668963407617,0.2018304655600302
S2,Male,Inc4,65-83,0.0753776603279634,0.004022963338387649,0.06828432848795882,0.0815197506611584
S3,Male,Inc4,65-83,0.05089719890099171,0.0034448877338117277,0.045202219336118406,0.056504482803697006
S0,Female,Inc5,65-83,0.5116019354179194,0.006643364326733262,0.5019257207544549,0.5236397358863211
S1,Female,Inc5,65-83,0.2754138178981179,0.006121806189347088,0.26519562042962164,0.285495804325418
S2,Female,Inc5,65-83,0.12378777949658508,0.004846766008342252,0.11550920466268677,0.13124264436485153
S3,Female,Inc5,65-83,0.08919646718737757,0.004405719037358009,0.08179918382258998,0.09607107154489421
S0,Male,Inc5,65-83,0.5350461103453659,0.006702137845782268,0.5240655839671365,0.5460470795734889
S1,Male,Inc5,65-83,0.2672169834512944,0.00637739184560838,0.25688690050389457,0.27790709378529643
S2,Male,Inc5,65-83,0.11386384360579686,0.004832963865237266,0.10608711795022308,0.12191536569300446
S3,Male,Inc5,65-83,0.08387306259754282,0.004496065091629784,0.07627969720679964,0.09092038365000321
S0,Female,Inc1,Average_Age,0.7502244279253834,0.007067796026995584,0.7384047337480437,0.7616020766707442
S1,Female,Inc1,Average_Age,0.15883605355364785,0.006200675677474312,0.14865237308193097,0.1687164838965839
S2,Female,Inc1,Average_Age,0.060486074786482436,0.00388511358446717,0.05410809310172662,0.0667541659642181
S3,Female,Inc1,Average_Age,0.030453443734486385,0.00264585772446804,0.02587622185691586,0.034568669726590014
S0,Male,Inc1,Average_Age,0.7629830439813816,0.007038021176128875,0.7513671836502132,0.7744926801891764
S1,Male,Inc1,Average_Age,0.15289673078986113,0.006091529041292893,0.14331413215946115,0.16271965354013293
S2,Male,Inc1,Average_Age,0.056466187300944694,0.0037008807459292135,0.050534791745088105,0.06269564407599498
S3,Male,Inc1,Average_Age,0.02765403792781259,0.002435589213107017,0.023291021433871625,0.031273519679535976
S0,Female,Inc2,Average_Age,0.7071459678563088,0.007240451076481463,0.6957724853710662,0.7193200403346647
S1,Female,Inc2,Average_Age,0.18203284533504246,0.006459122514174868,0.17198730402749843,0.19332135285042926
S2,Female,Inc2,Average_Age,0.06566601110028523,0.0041405864223187875,0.05921955786317913,0.07272120895298251
S3,Female,Inc2,Average_Age,0.045155175708363644,0.0033128196062752135,0.039767528183652937,0.0505309569784437
S0,Male,Inc2,Average_Age,0.7426448773323293,0.006989175770286726,0.7317529502269297,0.7545189879144554
S1,Male,Inc2,Average_Age,0.16235314872955253,0.0060329689859622585,0.15249788328495617,0.17227251184229417
S2,Male,Inc2,Average_Age,0.05765349609771459,0.0037975052092082285,0.05144651124995992,0.06390257913132336
S3,Male,Inc2,Average_Age,0.03734847784040363,0.0028835176289698367,0.03262839080888394,0.04204519905510979
S0,Female,Inc3,Average_Age,0.7680974851558818,0.006684249847059955,0.7570079651558,0.7789690209509829
S1,Female,Inc3,Average_Age,0.14577864952567957,0.005591645279354266,0.13683378795582213,0.15540307347505425
S2,Female,Inc3,Average_Age,0.05143181673434611,0.003366456350828877,0.046100085583771024,0.05704759845650363
S3,Female,Inc3,Average_Age,0.03469204858409248,0.002706341323248933,0.03022215314346773,0.03896433808490464
S0,Male,Inc3,Average_Age,0.7692185834158554,0.00641270389459961,0.7593811655809585,0.780238917220188
S1,Male,Inc3,Average_Age,0.1450291523915024,0.005412263043643628,0.1362130050967249,0.15405327087589935
S2,Male,Inc3,Average_Age,0.050913990635286246,0.003242467468815631,0.04569577101448493,0.05619228789789933
S3,Male,Inc3,Average_Age,0.034838273557355956,0.0025927004624971134,0.030377997179396602,0.03880365827866879
S0,Female,Inc4,Average_Age,0.6747038288399303,0.006267825277221919,0.6640516745708653,0.6847222641732096
S1,Female,Inc4,Average_Age,0.19280763749500254,0.00567797410768288,0.18387951004358255,0.2023863522398435
S2,Female,Inc4,Average_Age,0.07879641261522222,0.003910431947581371,0.07238575942614227,0.08532639504868005
S3,Female,Inc4,Average_Age,0.053692121049844846,0.003318234102708942,0.048053825371710705,0.059056194100882205
S0,Male,Inc4,Average_Age,0.7047400417132352,0.006710243139725425,0.6938309624960061,0.7160242545550589
S1,Male,Inc4,Average_Age,0.1778365946244117,0.005861718622395204,0.1683314689711246,0.18759120457135267
S2,Male,Inc4,Average_Age,0.07002744352790388,0.003778491443363505,0.06318948217752965,0.07563591301136671
S3,Male,Inc4,Average_Age,0.047395920134449224,0.003156140698367466,0.042226809343928806,0.05269166809589751
S0,Female,Inc5,Average_Age,0.5292064593579023,0.006146023381454235,0.519219367746442,0.5393425701730631
S1,Female,Inc5,Average_Age,0.2670071553810643,0.005851678709248761,0.2577847009826059,0.27694172779470744
S2,Female,Inc5,Average_Age,0.11788497447455788,0.0045426753372374866,0.110462110144915,0.1252883143283637
S3,Female,Inc5,Average_Age,0.08590141078647553,0.004171610182318216,0.07930215143390991,0.09275615158189332
S0,Male,Inc5,Average_Age,0.518651286852808,0.006483270166820674,0.5078252691273444,0.5291759991366392
S1,Male,Inc5,Average_Age,0.27239154630491735,0.006209962345812516,0.2620707864066216,0.2823653488779253
S2,Male,Inc5,Average_Age,0.12077020003940027,0.004815497788346088,0.11286000652671534,0.12857291157811523
S3,Male,Inc5,Average_Age,0.08818696680287429,0.004436890758658534,0.08052258763002322,0.09482116253600606
S0,Female,Average_Income,Average_Age,0.6901212591087033,0.004362888356494015,0.6829153432982298,0.6970714608045615
S1,Female,Average_Income,Average_Age,0.18718007526865194,0.004042918233169559,0.18068402202972378,0.19387540235609416
S2,Female,Average_Income,Average_Age,0.07409441998096,0.0027462692861150023,0.06945256617516105,0.07853127115919875
S3,Female,Average_Income,Average_Age,0.04860424564168481,0.002233395303228338,0.04477243747357319,0.052152500640934824
S0,Male,Average_Income,Average_Age,0.6918612449362267,0.00433995039675697,0.6848529642064243,0.6989672165261868
S1,Male,Average_Income,Average_Age,0.18596320284687623,0.003996978036936893,0.17945282381165775,0.19246042773647
S2,Male,Average_Income,Average_Age,0.07324867565754521,0.0027154421329732277,0.06868689305012059,0.0776007809625768
S3,Male,Average_Income,Average_Age,0.04892687655935177,0.002238916759784678,0.04524682010632484,0.05253257699028674
