age,sex,income_level,mean,sd,hdi_5%,hdi_95%
18.0,Male,Inc1,0.3402271580819712,0.09271629961959384,0.17690674482728466,0.47750655485974636
18.0,Male,Inc2,0.23375443828226053,0.01563203688267074,0.20990383285872882,0.25303814214341636
18.0,Male,Inc3,0.17507744881783777,0.023584023489431026,0.14002951427323262,0.20772316385407258
18.0,Male,Inc4,0.14403658197523345,0.038116514929016874,0.07625263677829064,0.20326251561765396
18.0,Male,Inc5,0.10690437284269706,0.041730626921550384,0.04245977421823899,0.16768023751147432
19.0,Male,Inc1,0.33887624155362234,0.09251630050758906,0.1790708823817605,0.4787899007345499
19.0,Male,Inc2,0.23364246635311683,0.015747347360564972,0.21065270814443737,0.2539619757280174
19.0,Male,Inc3,0.17540823636663894,0.023456860681542423,0.14065285140307016,0.2078072865157201
19.0,Male,Inc4,0.1445852736991208,0.03813948804884649,0.07663362008700403,0.2037958139496423
19.0,Male,Inc5,0.10748778202750107,0.041913601599526486,0.0426616640355898,0.16857974404357812
20.0,Male,Inc1,0.33752790182277526,0.09231611301575497,0.1784257796539375,0.4764493239817513
20.0,Male,Inc2,0.23352656235065825,0.015865356939626932,0.2102123789057862,0.25393599093907415
20.0,Male,Inc3,0.17573690428775143,0.02332914725020409,0.14121534265903746,0.20797587233601028
20.0,Male,Inc4,0.14513455035729186,0.03816179322553007,0.07754009778096604,0.2047608210960048
20.0,Male,Inc5,0.10807408118152316,0.042097469833759164,0.04286447083595202,0.16948309333409617
21.0,Male,Inc1,0.33618215846394217,0.09211574556279684,0.1775801952983648,0.47435841663550904
21.0,Male,Inc2,0.23340673344474955,0.015985976509469493,0.209672561164399,0.25400983672714045
21.0,Male,Inc3,0.17606343220543771,0.02320089395804773,0.14165993563161283,0.20796913775648718
21.0,Male,Inc4,0.14568439574327274,0.038183424182585274,0.07786737081945305,0.2050708009538751
21.0,Male,Inc5,0.10866328014259787,0.04228223489105701,0.04333980558318018,0.17054978623652695
22.0,Male,Inc1,0.3348390308730614,0.09191520650978209,0.1766636956819683,0.47318854171965324
22.0,Male,Inc2,0.23328298709255907,0.016109117838216447,0.20923464992915697,0.2540811605577799
22.0,Male,Inc3,0.1763877998209649,0.02307211186351015,0.14205281788265334,0.2079041232878875
22.0,Male,Inc4,0.14623479349038931,0.038204374625029534,0.07826768188284516,0.20543368759367397
22.0,Male,Inc5,0.1092553887230253,0.04246790001595585,0.043593747660861326,0.17130134358156102
23.0,Male,Inc1,0.3334985382664856,0.09171450415914342,0.17556144687120007,0.47201896113112035
23.0,Male,Inc2,0.233155331037536,0.016234693688056676,0.20836826362666605,0.2532726545538901
23.0,Male,Inc3,0.17670998691531598,0.022942812328476447,0.14254760796781352,0.20786299176377337
23.0,Male,Inc4,0.14678572707199028,0.03822463824001797,0.07865676975533153,0.20598197633965465
23.0,Male,Inc5,0.10985041670867207,0.04265446842999527,0.04384910946795573,0.1723338202320146
24.0,Male,Inc1,0.3321606996799976,0.09151364675370253,0.17446461798852678,0.47084968763021456
24.0,Male,Inc2,0.2330237733083405,0.01636261791873742,0.20864074559692924,0.2535481647618172
24.0,Male,Inc3,0.17702997335190207,0.022813007026179614,0.1424595045821263,0.2073948447399333
