,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"w_hat_probs[291, 1]",0.23,0.005,0.222,0.239,0.0,0.0,10805.0,5372.0,1.0
"w_hat_probs[291, 2]",0.181,0.005,0.174,0.189,0.0,0.0,9671.0,6525.0,1.0
"w_hat_probs[291, 3]",0.155,0.006,0.144,0.165,0.0,0.0,9845.0,6852.0,1.0
"w_hat_probs[291, 4]",0.115,0.006,0.104,0.125,0.0,0.0,9959.0,7129.0,1.0
"w_hat_probs[292, 0]",0.789,0.021,0.755,0.823,0.0,0.0,7757.0,6292.0,1.0
"w_hat_probs[292, 1]",0.118,0.01,0.101,0.135,0.0,0.0,7865.0,6687.0,1.0
"w_hat_probs[292, 2]",0.049,0.005,0.04,0.058,0.0,0.0,7842.0,6078.0,1.0
"w_hat_probs[292, 3]",0.028,0.003,0.022,0.034,0.0,0.0,7946.0,6579.0,1.0
"w_hat_probs[292, 4]",0.016,0.002,0.013,0.019,0.0,0.0,7844.0,6506.0,1.0
"w_hat_probs[293, 0]",0.359,0.013,0.336,0.38,0.0,0.0,8993.0,7040.0,1.0
"w_hat_probs[293, 1]",0.234,0.005,0.226,0.242,0.0,0.0,10879.0,5005.0,1.0
"w_hat_probs[293, 2]",0.171,0.005,0.163,0.179,0.0,0.0,9675.0,6985.0,1.0
"w_hat_probs[293, 3]",0.138,0.006,0.129,0.148,0.0,0.0,9540.0,7268.0,1.0
"w_hat_probs[293, 4]",0.098,0.006,0.089,0.107,0.0,0.0,9321.0,6776.0,1.0
"w_hat_probs[294, 0]",0.292,0.012,0.274,0.312,0.0,0.0,8833.0,7406.0,1.0
"w_hat_probs[294, 1]",0.226,0.005,0.217,0.235,0.0,0.0,10461.0,6278.0,1.0
"w_hat_probs[294, 2]",0.187,0.005,0.179,0.195,0.0,0.0,10246.0,6255.0,1.0
"w_hat_probs[294, 3]",0.167,0.006,0.157,0.177,0.0,0.0,9184.0,6410.0,1.0
"w_hat_probs[294, 4]",0.128,0.007,0.118,0.139,0.0,0.0,8695.0,7121.0,1.0
"w_hat_probs[295, 0]",0.763,0.023,0.727,0.802,0.0,0.0,7888.0,5838.0,1.0
"w_hat_probs[295, 1]",0.13,0.011,0.112,0.148,0.0,0.0,8014.0,6669.0,1.0
"w_hat_probs[295, 2]",0.056,0.006,0.045,0.065,0.0,0.0,8005.0,6538.0,1.0
"w_hat_probs[295, 3]",0.032,0.004,0.026,0.039,0.0,0.0,8053.0,6665.0,1.0
"w_hat_probs[295, 4]",0.019,0.002,0.015,0.022,0.0,0.0,7948.0,6492.0,1.0
"w_hat_probs[296, 0]",0.136,0.005,0.127,0.145,0.0,0.0,8628.0,6863.0,1.0
"w_hat_probs[296, 1]",0.154,0.005,0.146,0.162,0.0,0.0,8765.0,7561.0,1.0
"w_hat_probs[296, 2]",0.186,0.004,0.179,0.193,0.0,0.0,9168.0,5767.0,1.0
"w_hat_probs[296, 3]",0.245,0.005,0.237,0.253,0.0,0.0,11088.0,5713.0,1.0
"w_hat_probs[296, 4]",0.279,0.009,0.266,0.293,0.0,0.0,7845.0,6535.0,1.0
"w_hat_probs[297, 0]",0.056,0.004,0.049,0.063,0.0,0.0,9799.0,6839.0,1.0
"w_hat_probs[297, 1]",0.078,0.005,0.069,0.085,0.0,0.0,10068.0,7223.0,1.0
"w_hat_probs[297, 2]",0.122,0.006,0.112,0.132,0.0,0.0,9449.0,6973.0,1.0
"w_hat_probs[297, 3]",0.239,0.006,0.228,0.249,0.0,0.0,10347.0,6363.0,1.0
"w_hat_probs[297, 4]",0.505,0.018,0.476,0.536,0.0,0.0,9463.0,7308.0,1.0
"w_hat_probs[298, 0]",0.311,0.01,0.294,0.329,0.0,0.0,8163.0,7034.0,1.0
"w_hat_probs[298, 1]",0.229,0.005,0.221,0.238,0.0,0.0,10739.0,5430.0,1.0
"w_hat_probs[298, 2]",0.183,0.005,0.175,0.19,0.0,0.0,9965.0,6660.0,1.0
"w_hat_probs[298, 3]",0.158,0.005,0.149,0.167,0.0,0.0,8831.0,6901.0,1.0
"w_hat_probs[298, 4]",0.118,0.005,0.11,0.127,0.0,0.0,8497.0,7368.0,1.0
"w_hat_probs[299, 0]",0.389,0.032,0.336,0.441,0.0,0.0,8299.0,6897.0,1.0
"w_hat_probs[299, 1]",0.234,0.005,0.225,0.242,0.0,0.0,8975.0,5997.0,1.0
"w_hat_probs[299, 2]",0.163,0.01,0.147,0.179,0.0,0.0,8509.0,7012.0,1.0
"w_hat_probs[299, 3]",0.127,0.012,0.106,0.147,0.0,0.0,8422.0,6811.0,1.0
"w_hat_probs[299, 4]",0.088,0.011,0.07,0.106,0.0,0.0,8364.0,6592.0,1.0
"w_hat_probs[300, 0]",0.732,0.025,0.692,0.772,0.0,0.0,7882.0,6463.0,1.0
"w_hat_probs[300, 1]",0.145,0.011,0.126,0.163,0.0,0.0,8119.0,6665.0,1.0
"w_hat_probs[300, 2]",0.064,0.007,0.053,0.075,0.0,0.0,7952.0,6327.0,1.0
"w_hat_probs[300, 3]",0.038,0.004,0.031,0.046,0.0,0.0,8039.0,6484.0,1.0
"w_hat_probs[300, 4]",0.022,0.003,0.017,0.026,0.0,0.0,7953.0,6211.0,1.0
"w_hat_probs[301, 0]",0.202,0.011,0.183,0.218,0.0,0.0,8483.0,6354.0,1.0
"w_hat_probs[301, 1]",0.195,0.006,0.184,0.205,0.0,0.0,8355.0,6544.0,1.0
"w_hat_probs[301, 2]",0.197,0.004,0.19,0.204,0.0,0.0,9984.0,4955.0,1.0
"w_hat_probs[301, 3]",0.212,0.007,0.202,0.224,0.0,0.0,8416.0,6274.0,1.0
"w_hat_probs[301, 4]",0.194,0.01,0.178,0.211,0.0,0.0,7537.0,6518.0,1.0
"w_hat_probs[302, 0]",0.343,0.012,0.324,0.361,0.0,0.0,8359.0,7261.0,1.0
"w_hat_probs[302, 1]",0.233,0.005,0.224,0.241,0.0,0.0,10877.0,4906.0,1.0
"w_hat_probs[302, 2]",0.175,0.005,0.168,0.183,0.0,0.0,9638.0,7066.0,1.0
"w_hat_probs[302, 3]",0.144,0.005,0.136,0.153,0.0,0.0,9038.0,7336.0,1.0
"w_hat_probs[302, 4]",0.104,0.005,0.096,0.113,0.0,0.0,8824.0,7378.0,1.0
"w_hat_probs[303, 0]",0.098,0.005,0.089,0.107,0.0,0.0,9765.0,6978.0,1.0
"w_hat_probs[303, 1]",0.122,0.005,0.113,0.131,0.0,0.0,9814.0,7247.0,1.0
"w_hat_probs[303, 2]",0.166,0.005,0.157,0.174,0.0,0.0,9382.0,6537.0,1.0
"w_hat_probs[303, 3]",0.255,0.005,0.247,0.263,0.0,0.0,11375.0,5194.0,1.0
"w_hat_probs[303, 4]",0.359,0.013,0.338,0.382,0.0,0.0,9332.0,7208.0,1.0
"w_hat_probs[304, 0]",0.077,0.005,0.07,0.085,0.0,0.0,9121.0,7575.0,1.0
"w_hat_probs[304, 1]",0.101,0.005,0.093,0.11,0.0,0.0,9437.0,7626.0,1.0
"w_hat_probs[304, 2]",0.147,0.006,0.138,0.156,0.0,0.0,9439.0,7107.0,1.0
"w_hat_probs[304, 3]",0.253,0.005,0.244,0.262,0.0,0.0,10795.0,5664.0,1.0
"w_hat_probs[304, 4]",0.421,0.015,0.396,0.446,0.0,0.0,8842.0,7639.0,1.0
"w_hat_probs[305, 0]",0.357,0.013,0.335,0.378,0.0,0.0,8918.0,7027.0,1.0
"w_hat_probs[305, 1]",0.234,0.005,0.226,0.242,0.0,0.0,10883.0,5021.0,1.0
"w_hat_probs[305, 2]",0.172,0.005,0.164,0.18,0.0,0.0,9671.0,7083.0,1.0
"w_hat_probs[305, 3]",0.139,0.006,0.129,0.148,0.0,0.0,9479.0,7271.0,1.0
"w_hat_probs[305, 4]",0.099,0.005,0.09,0.108,0.0,0.0,9264.0,6875.0,1.0
"w_hat_probs[306, 0]",0.191,0.008,0.177,0.203,0.0,0.0,8540.0,7199.0,1.0
"w_hat_probs[306, 1]",0.19,0.005,0.181,0.199,0.0,0.0,9683.0,7044.0,1.0
"w_hat_probs[306, 2]",0.197,0.004,0.19,0.204,0.0,0.0,10129.0,5022.0,1.0
"w_hat_probs[306, 3]",0.218,0.006,0.209,0.228,0.0,0.0,10037.0,7085.0,1.0
"w_hat_probs[306, 4]",0.205,0.008,0.191,0.219,0.0,0.0,8768.0,7208.0,1.0
"w_hat_probs[307, 0]",0.111,0.005,0.103,0.119,0.0,0.0,8403.0,7080.0,1.0
"w_hat_probs[307, 1]",0.134,0.004,0.127,0.142,0.0,0.0,8579.0,7104.0,1.0
"w_hat_probs[307, 2]",0.174,0.004,0.167,0.182,0.0,0.0,8958.0,5975.0,1.0
"w_hat_probs[307, 3]",0.253,0.005,0.245,0.261,0.0,0.0,11189.0,5323.0,1.0
"w_hat_probs[307, 4]",0.327,0.009,0.311,0.342,0.0,0.0,7905.0,7558.0,1.0
"w_hat_probs[308, 0]",0.73,0.025,0.689,0.77,0.0,0.0,7883.0,6463.0,1.0
"w_hat_probs[308, 1]",0.145,0.011,0.127,0.165,0.0,0.0,8116.0,6726.0,1.0
"w_hat_probs[308, 2]",0.064,0.007,0.053,0.075,0.0,0.0,8103.0,6297.0,1.0
"w_hat_probs[308, 3]",0.038,0.005,0.031,0.046,0.0,0.0,8044.0,6485.0,1.0
"w_hat_probs[308, 4]",0.022,0.003,0.018,0.027,0.0,0.0,7955.0,6262.0,1.0
"w_hat_probs[309, 0]",0.321,0.01,0.304,0.338,0.0,0.0,7985.0,7126.0,1.0
"w_hat_probs[309, 1]",0.231,0.005,0.222,0.239,0.0,0.0,10793.0,5264.0,1.0
"w_hat_probs[309, 2]",0.181,0.005,0.173,0.188,0.0,0.0,9812.0,6484.0,1.0
"w_hat_probs[309, 3]",0.154,0.005,0.145,0.162,0.0,0.0,8736.0,6982.0,1.0
"w_hat_probs[309, 4]",0.114,0.005,0.105,0.122,0.0,0.0,8567.0,7567.0,1.0
"w_hat_probs[310, 0]",0.707,0.027,0.663,0.75,0.0,0.0,8125.0,6477.0,1.0
"w_hat_probs[310, 1]",0.155,0.012,0.136,0.175,0.0,0.0,8216.0,6717.0,1.0
"w_hat_probs[310, 2]",0.071,0.007,0.059,0.083,0.0,0.0,8229.0,6595.0,1.0
"w_hat_probs[310, 3]",0.042,0.005,0.034,0.051,0.0,0.0,8157.0,6592.0,1.0
"w_hat_probs[310, 4]",0.025,0.003,0.02,0.03,0.0,0.0,8044.0,6509.0,1.0
"w_hat_probs[311, 0]",0.503,0.057,0.407,0.592,0.001,0.0,8657.0,5853.0,1.0
"w_hat_probs[311, 1]",0.22,0.013,0.2,0.239,0.0,0.0,9111.0,6579.0,1.0
"w_hat_probs[311, 2]",0.129,0.017,0.102,0.157,0.0,0.0,8480.0,5868.0,1.0
"w_hat_probs[311, 3]",0.09,0.016,0.063,0.116,0.0,0.0,8557.0,5789.0,1.0
"w_hat_probs[311, 4]",0.058,0.013,0.038,0.078,0.0,0.0,8655.0,5978.0,1.0
"w_hat_probs[312, 0]",0.177,0.007,0.165,0.188,0.0,0.0,8456.0,6624.0,1.0
"w_hat_probs[312, 1]",0.182,0.005,0.173,0.19,0.0,0.0,9347.0,7108.0,1.0
"w_hat_probs[312, 2]",0.196,0.004,0.189,0.203,0.0,0.0,10077.0,5179.0,1.0
"w_hat_probs[312, 3]",0.225,0.005,0.217,0.235,0.0,0.0,10142.0,6926.0,1.0
"w_hat_probs[312, 4]",0.221,0.008,0.205,0.234,0.0,0.0,8366.0,7010.0,1.0
"w_hat_probs[313, 0]",0.174,0.008,0.16,0.188,0.0,0.0,8270.0,6792.0,1.0
"w_hat_probs[313, 1]",0.18,0.006,0.171,0.19,0.0,0.0,8875.0,6738.0,1.0
"w_hat_probs[313, 2]",0.195,0.004,0.188,0.203,0.0,0.0,9548.0,5352.0,1.0
"w_hat_probs[313, 3]",0.227,0.006,0.217,0.237,0.0,0.0,9068.0,6598.0,1.0
"w_hat_probs[313, 4]",0.224,0.01,0.207,0.24,0.0,0.0,8077.0,6554.0,1.0
"w_hat_probs[314, 0]",0.764,0.023,0.728,0.803,0.0,0.0,7873.0,5838.0,1.0
"w_hat_probs[314, 1]",0.13,0.011,0.111,0.148,0.0,0.0,7999.0,6639.0,1.0
"w_hat_probs[314, 2]",0.055,0.006,0.045,0.065,0.0,0.0,7991.0,6243.0,1.0
"w_hat_probs[314, 3]",0.032,0.004,0.026,0.038,0.0,0.0,8040.0,6724.0,1.0
"w_hat_probs[314, 4]",0.018,0.002,0.015,0.022,0.0,0.0,7936.0,6465.0,1.0
"w_hat_probs[315, 0]",0.109,0.005,0.102,0.117,0.0,0.0,8571.0,7172.0,1.0
"w_hat_probs[315, 1]",0.133,0.005,0.126,0.14,0.0,0.0,8706.0,7156.0,1.0
"w_hat_probs[315, 2]",0.173,0.004,0.166,0.181,0.0,0.0,8961.0,6143.0,1.0
"w_hat_probs[315, 3]",0.254,0.005,0.245,0.262,0.0,0.0,11228.0,5384.0,1.0
"w_hat_probs[315, 4]",0.331,0.01,0.314,0.346,0.0,0.0,8046.0,7655.0,1.0
"w_hat_probs[316, 0]",0.112,0.005,0.104,0.12,0.0,0.0,8330.0,7131.0,1.0
"w_hat_probs[316, 1]",0.135,0.004,0.128,0.143,0.0,0.0,8527.0,7146.0,1.0
"w_hat_probs[316, 2]",0.175,0.004,0.168,0.182,0.0,0.0,8955.0,5929.0,1.0
"w_hat_probs[316, 3]",0.253,0.005,0.245,0.261,0.0,0.0,11166.0,5347.0,1.0
"w_hat_probs[316, 4]",0.324,0.009,0.309,0.34,0.0,0.0,7863.0,7562.0,1.0
"w_hat_probs[317, 0]",0.281,0.01,0.265,0.297,0.0,0.0,8414.0,7536.0,1.0
"w_hat_probs[317, 1]",0.223,0.005,0.215,0.232,0.0,0.0,10768.0,5956.0,1.0
"w_hat_probs[317, 2]",0.189,0.004,0.182,0.197,0.0,0.0,9859.0,5975.0,1.0
"w_hat_probs[317, 3]",0.172,0.005,0.163,0.181,0.0,0.0,9118.0,6745.0,1.0
"w_hat_probs[317, 4]",0.134,0.006,0.125,0.144,0.0,0.0,8860.0,7566.0,1.0
"w_hat_probs[318, 0]",0.24,0.01,0.222,0.257,0.0,0.0,8965.0,7261.0,1.0
"w_hat_probs[318, 1]",0.211,0.006,0.202,0.22,0.0,0.0,10516.0,6359.0,1.0
"w_hat_probs[318, 2]",0.195,0.004,0.188,0.202,0.0,0.0,9918.0,5667.0,1.0
"w_hat_probs[318, 3]",0.192,0.006,0.181,0.202,0.0,0.0,10267.0,7096.0,1.0
"w_hat_probs[318, 4]",0.162,0.008,0.148,0.174,0.0,0.0,9083.0,6820.0,1.0
"w_hat_probs[319, 0]",0.187,0.009,0.172,0.202,0.0,0.0,9903.0,7601.0,1.0
"w_hat_probs[319, 1]",0.187,0.006,0.178,0.198,0.0,0.0,10357.0,6622.0,1.0
"w_hat_probs[319, 2]",0.197,0.004,0.19,0.204,0.0,0.0,9952.0,4829.0,1.0
"w_hat_probs[319, 3]",0.22,0.006,0.211,0.231,0.0,0.0,10786.0,6603.0,1.0
"w_hat_probs[319, 4]",0.209,0.01,0.193,0.225,0.0,0.0,9734.0,7622.0,1.0
"w_hat_probs[320, 0]",0.766,0.023,0.73,0.805,0.0,0.0,7859.0,6046.0,1.0
"w_hat_probs[320, 1]",0.129,0.011,0.111,0.147,0.0,0.0,7987.0,6610.0,1.0
"w_hat_probs[320, 2]",0.055,0.006,0.045,0.065,0.0,0.0,7979.0,6219.0,1.0
"w_hat_probs[320, 3]",0.032,0.004,0.026,0.038,0.0,0.0,8025.0,6755.0,1.0
"w_hat_probs[320, 4]",0.018,0.002,0.014,0.022,0.0,0.0,7925.0,6438.0,1.0
"w_hat_probs[321, 0]",0.321,0.01,0.304,0.338,0.0,0.0,7985.0,7126.0,1.0
"w_hat_probs[321, 1]",0.231,0.005,0.222,0.239,0.0,0.0,10793.0,5264.0,1.0
"w_hat_probs[321, 2]",0.181,0.005,0.173,0.188,0.0,0.0,9812.0,6484.0,1.0
"w_hat_probs[321, 3]",0.154,0.005,0.145,0.162,0.0,0.0,8736.0,6982.0,1.0
"w_hat_probs[321, 4]",0.114,0.005,0.105,0.122,0.0,0.0,8567.0,7567.0,1.0
"w_hat_probs[322, 0]",0.328,0.01,0.311,0.345,0.0,0.0,7997.0,7489.0,1.0
"w_hat_probs[322, 1]",0.231,0.005,0.223,0.24,0.0,0.0,10842.0,5169.0,1.0
"w_hat_probs[322, 2]",0.179,0.005,0.171,0.186,0.0,0.0,9732.0,6453.0,1.0
"w_hat_probs[322, 3]",0.151,0.005,0.142,0.159,0.0,0.0,8759.0,7354.0,1.0
"w_hat_probs[322, 4]",0.111,0.005,0.102,0.119,0.0,0.0,8495.0,7604.0,1.0
"w_hat_probs[323, 0]",0.188,0.009,0.173,0.203,0.0,0.0,9843.0,7712.0,1.0
"w_hat_probs[323, 1]",0.188,0.006,0.178,0.198,0.0,0.0,10350.0,6537.0,1.0
"w_hat_probs[323, 2]",0.197,0.004,0.19,0.204,0.0,0.0,9975.0,4909.0,1.0
"w_hat_probs[323, 3]",0.22,0.006,0.21,0.23,0.0,0.0,10762.0,6812.0,1.0
"w_hat_probs[323, 4]",0.208,0.01,0.192,0.223,0.0,0.0,9673.0,7622.0,1.0
"w_hat_probs[324, 0]",0.239,0.021,0.206,0.273,0.0,0.0,8745.0,6875.0,1.0
"w_hat_probs[324, 1]",0.21,0.009,0.196,0.224,0.0,0.0,8827.0,6996.0,1.0
"w_hat_probs[324, 2]",0.195,0.005,0.187,0.202,0.0,0.0,9547.0,6245.0,1.0
"w_hat_probs[324, 3]",0.193,0.011,0.175,0.211,0.0,0.0,8537.0,7234.0,1.0
"w_hat_probs[324, 4]",0.163,0.016,0.136,0.187,0.0,0.0,8899.0,6903.0,1.0
"w_hat_probs[325, 0]",0.114,0.005,0.107,0.122,0.0,0.0,8223.0,6901.0,1.0
"w_hat_probs[325, 1]",0.137,0.004,0.13,0.144,0.0,0.0,8454.0,7252.0,1.0
"w_hat_probs[325, 2]",0.176,0.004,0.169,0.183,0.0,0.0,8967.0,5824.0,1.0
"w_hat_probs[325, 3]",0.252,0.005,0.244,0.261,0.0,0.0,11116.0,5337.0,1.0
"w_hat_probs[325, 4]",0.32,0.009,0.304,0.334,0.0,0.0,7780.0,7367.0,1.0
"w_hat_probs[326, 0]",0.101,0.005,0.093,0.11,0.0,0.0,9399.0,7174.0,1.0
"w_hat_probs[326, 1]",0.126,0.005,0.117,0.133,0.0,0.0,9452.0,7383.0,1.0
"w_hat_probs[326, 2]",0.168,0.005,0.16,0.176,0.0,0.0,9191.0,6532.0,1.0
"w_hat_probs[326, 3]",0.255,0.005,0.246,0.263,0.0,0.0,11357.0,5280.0,1.0
"w_hat_probs[326, 4]",0.35,0.012,0.332,0.371,0.0,0.0,8899.0,7175.0,1.0
"w_hat_probs[327, 0]",0.192,0.011,0.173,0.209,0.0,0.0,8376.0,6472.0,1.0
"w_hat_probs[327, 1]",0.19,0.007,0.18,0.202,0.0,0.0,8442.0,6397.0,1.0
"w_hat_probs[327, 2]",0.197,0.004,0.19,0.204,0.0,0.0,9736.0,5116.0,1.0
"w_hat_probs[327, 3]",0.217,0.007,0.206,0.229,0.0,0.0,8474.0,6299.0,1.0
"w_hat_probs[327, 4]",0.204,0.011,0.186,0.223,0.0,0.0,7501.0,6543.0,1.0
"w_hat_probs[328, 0]",0.313,0.01,0.297,0.331,0.0,0.0,8119.0,6943.0,1.0
"w_hat_probs[328, 1]",0.229,0.005,0.221,0.238,0.0,0.0,10754.0,5402.0,1.0
"w_hat_probs[328, 2]",0.183,0.005,0.175,0.19,0.0,0.0,9936.0,6741.0,1.0
"w_hat_probs[328, 3]",0.157,0.005,0.149,0.166,0.0,0.0,8806.0,6835.0,1.0
"w_hat_probs[328, 4]",0.118,0.005,0.109,0.127,0.0,0.0,8504.0,7444.0,1.0
"w_hat_probs[329, 0]",0.189,0.009,0.174,0.204,0.0,0.0,9785.0,7597.0,1.0
"w_hat_probs[329, 1]",0.188,0.006,0.179,0.199,0.0,0.0,10343.0,6623.0,1.0
"w_hat_probs[329, 2]",0.197,0.004,0.19,0.204,0.0,0.0,9995.0,4990.0,1.0
"w_hat_probs[329, 3]",0.219,0.006,0.209,0.229,0.0,0.0,10736.0,6999.0,1.0
"w_hat_probs[329, 4]",0.207,0.009,0.191,0.222,0.0,0.0,9611.0,7680.0,1.0
"w_hat_probs[330, 0]",0.303,0.011,0.284,0.32,0.0,0.0,8923.0,7715.0,1.0
"w_hat_probs[330, 1]",0.228,0.005,0.22,0.237,0.0,0.0,10787.0,5447.0,1.0
"w_hat_probs[330, 2]",0.185,0.005,0.177,0.192,0.0,0.0,9671.0,6507.0,1.0
"w_hat_probs[330, 3]",0.162,0.006,0.152,0.171,0.0,0.0,9350.0,7143.0,1.0
"w_hat_probs[330, 4]",0.123,0.006,0.113,0.133,0.0,0.0,9404.0,7261.0,1.0
"w_hat_probs[331, 0]",0.127,0.005,0.118,0.136,0.0,0.0,8490.0,7472.0,1.0
"w_hat_probs[331, 1]",0.148,0.005,0.14,0.155,0.0,0.0,8622.0,6997.0,1.0
"w_hat_probs[331, 2]",0.183,0.004,0.175,0.19,0.0,0.0,9310.0,5598.0,1.0
"w_hat_probs[331, 3]",0.248,0.005,0.24,0.257,0.0,0.0,10826.0,5717.0,1.0
"w_hat_probs[331, 4]",0.294,0.009,0.279,0.31,0.0,0.0,8383.0,6979.0,1.0
"w_hat_probs[332, 0]",0.301,0.061,0.2,0.396,0.001,0.0,9972.0,5957.0,1.0
"w_hat_probs[332, 1]",0.223,0.013,0.203,0.242,0.0,0.0,9083.0,5933.0,1.0
"w_hat_probs[332, 2]",0.183,0.013,0.162,0.202,0.0,0.0,9374.0,6523.0,1.0
"w_hat_probs[332, 3]",0.164,0.027,0.12,0.208,0.0,0.0,9842.0,5852.0,1.0
"w_hat_probs[332, 4]",0.129,0.033,0.077,0.18,0.0,0.0,10031.0,5790.0,1.0
"w_hat_probs[333, 0]",0.17,0.008,0.155,0.183,0.0,0.0,8330.0,6853.0,1.0
"w_hat_probs[333, 1]",0.177,0.006,0.168,0.187,0.0,0.0,8910.0,6864.0,1.0
"w_hat_probs[333, 2]",0.195,0.004,0.188,0.202,0.0,0.0,9453.0,5383.0,1.0
"w_hat_probs[333, 3]",0.229,0.006,0.219,0.239,0.0,0.0,9183.0,6460.0,1.0
"w_hat_probs[333, 4]",0.229,0.01,0.212,0.246,0.0,0.0,8114.0,6880.0,1.0
"w_hat_probs[334, 0]",0.199,0.011,0.182,0.217,0.0,0.0,8412.0,6627.0,1.0
"w_hat_probs[334, 1]",0.194,0.006,0.183,0.204,0.0,0.0,8349.0,6544.0,1.0
"w_hat_probs[334, 2]",0.197,0.004,0.19,0.204,0.0,0.0,9943.0,4921.0,1.0
"w_hat_probs[334, 3]",0.214,0.007,0.202,0.224,0.0,0.0,8419.0,6170.0,1.0
"w_hat_probs[334, 4]",0.196,0.01,0.18,0.214,0.0,0.0,7483.0,6631.0,1.0
"w_hat_probs[335, 0]",0.283,0.01,0.267,0.299,0.0,0.0,8417.0,7292.0,1.0
"w_hat_probs[335, 1]",0.224,0.005,0.215,0.232,0.0,0.0,10769.0,5863.0,1.0
"w_hat_probs[335, 2]",0.189,0.004,0.182,0.196,0.0,0.0,9833.0,5858.0,1.0
"w_hat_probs[335, 3]",0.171,0.005,0.162,0.18,0.0,0.0,9111.0,6679.0,1.0
"w_hat_probs[335, 4]",0.133,0.006,0.124,0.143,0.0,0.0,8872.0,7644.0,1.0
"w_hat_probs[336, 0]",0.2,0.017,0.173,0.228,0.0,0.0,8051.0,5776.0,1.0
"w_hat_probs[336, 1]",0.194,0.009,0.18,0.209,0.0,0.0,8337.0,6508.0,1.0
"w_hat_probs[336, 2]",0.197,0.004,0.19,0.204,0.0,0.0,9640.0,5057.0,1.0
"w_hat_probs[336, 3]",0.213,0.009,0.197,0.228,0.0,0.0,8437.0,6132.0,1.0
"w_hat_probs[336, 4]",0.196,0.016,0.167,0.221,0.0,0.0,7872.0,5973.0,1.0
"w_hat_probs[337, 0]",0.277,0.01,0.262,0.293,0.0,0.0,8427.0,7690.0,1.0
"w_hat_probs[337, 1]",0.222,0.005,0.214,0.231,0.0,0.0,10727.0,6002.0,1.0
"w_hat_probs[337, 2]",0.19,0.004,0.183,0.197,0.0,0.0,9904.0,6015.0,1.0
"w_hat_probs[337, 3]",0.174,0.005,0.165,0.183,0.0,0.0,9154.0,6899.0,1.0
"w_hat_probs[337, 4]",0.137,0.006,0.127,0.146,0.0,0.0,8845.0,7314.0,1.0
"w_hat_probs[338, 0]",0.722,0.025,0.679,0.762,0.0,0.0,7904.0,6314.0,1.0
"w_hat_probs[338, 1]",0.149,0.011,0.129,0.167,0.0,0.0,8138.0,6786.0,1.0
"w_hat_probs[338, 2]",0.067,0.007,0.055,0.077,0.0,0.0,8134.0,6488.0,1.0
"w_hat_probs[338, 3]",0.04,0.005,0.032,0.047,0.0,0.0,8067.0,6545.0,1.0
"w_hat_probs[338, 4]",0.023,0.003,0.018,0.028,0.0,0.0,7968.0,6287.0,1.0
"w_hat_probs[339, 0]",0.214,0.008,0.202,0.228,0.0,0.0,8763.0,6607.0,1.0
"w_hat_probs[339, 1]",0.201,0.005,0.193,0.21,0.0,0.0,10282.0,6899.0,1.0
"w_hat_probs[339, 2]",0.197,0.004,0.19,0.204,0.0,0.0,10131.0,5272.0,1.0
"w_hat_probs[339, 3]",0.206,0.005,0.197,0.214,0.0,0.0,10222.0,7319.0,1.0
"w_hat_probs[339, 4]",0.182,0.007,0.17,0.193,0.0,0.0,8672.0,7541.0,1.0
"w_hat_probs[340, 0]",0.35,0.051,0.263,0.429,0.001,0.0,8767.0,6114.0,1.0
"w_hat_probs[340, 1]",0.231,0.007,0.22,0.242,0.0,0.0,6531.0,5676.0,1.0
"w_hat_probs[340, 2]",0.173,0.014,0.151,0.194,0.0,0.0,8616.0,6323.0,1.0
"w_hat_probs[340, 3]",0.143,0.021,0.11,0.178,0.0,0.0,8623.0,5776.0,1.0
"w_hat_probs[340, 4]",0.104,0.021,0.07,0.138,0.0,0.0,8685.0,6059.0,1.0
"w_hat_probs[341, 0]",0.132,0.006,0.123,0.141,0.0,0.0,8835.0,7167.0,1.0
"w_hat_probs[341, 1]",0.152,0.005,0.144,0.16,0.0,0.0,8837.0,7538.0,1.0
"w_hat_probs[341, 2]",0.185,0.004,0.178,0.192,0.0,0.0,9039.0,5594.0,1.0
"w_hat_probs[341, 3]",0.246,0.005,0.238,0.255,0.0,0.0,11120.0,5495.0,1.0
"w_hat_probs[341, 4]",0.285,0.009,0.271,0.3,0.0,0.0,8109.0,6860.0,1.0
"w_hat_probs[342, 0]",0.732,0.025,0.692,0.772,0.0,0.0,7882.0,6463.0,1.0
"w_hat_probs[342, 1]",0.145,0.011,0.126,0.163,0.0,0.0,8119.0,6665.0,1.0
"w_hat_probs[342, 2]",0.064,0.007,0.053,0.075,0.0,0.0,7952.0,6327.0,1.0
"w_hat_probs[342, 3]",0.038,0.004,0.031,0.046,0.0,0.0,8039.0,6484.0,1.0
"w_hat_probs[342, 4]",0.022,0.003,0.017,0.026,0.0,0.0,7953.0,6211.0,1.0
"w_hat_probs[343, 0]",0.27,0.01,0.253,0.285,0.0,0.0,8554.0,7679.0,1.0
"w_hat_probs[343, 1]",0.22,0.005,0.212,0.229,0.0,0.0,10734.0,6099.0,1.0
"w_hat_probs[343, 2]",0.191,0.004,0.184,0.199,0.0,0.0,10001.0,6039.0,1.0
"w_hat_probs[343, 3]",0.178,0.006,0.168,0.186,0.0,0.0,9247.0,7248.0,1.0
