age,sex,income_level,mean,sd,hdi_5%,hdi_95%
18.0,Female,Inc1,0.35983557295989976,0.07703358337757577,0.2396285095558866,0.48686995562418195
18.0,Female,Inc2,0.2658950531000536,0.012058312645974748,0.24896988325355035,0.28483816728987177
18.0,Female,Inc3,0.15848403481206813,0.022035673285838456,0.12588283226348707,0.19453305348035405
18.0,Female,Inc4,0.1213438934836659,0.028489236224042796,0.07566461833346416,0.1684884210139751
18.0,Female,Inc5,0.09444144564431252,0.030092098093081977,0.05163244746244999,0.14410420384444333
19.0,Female,Inc1,0.36190071770663895,0.07713615621585287,0.2407610490400846,0.48871428532743416
19.0,Female,Inc2,0.26593875618213425,0.011988863887189958,0.24802871905963875,0.283647242393809
19.0,Female,Inc3,0.15791472905881979,0.022117277090508147,0.12494270367518312,0.1940383436590712
19.0,Female,Inc4,0.12059200410445339,0.028384316948335334,0.07508080545315454,0.16745244557866035
19.0,Female,Inc5,0.09365379294795358,0.0298342953607378,0.05132816349267577,0.1429560176923369
20.0,Female,Inc1,0.36397130136832506,0.07723811134195145,0.24294865595889692,0.4907453655965583
20.0,Female,Inc2,0.26597235020654,0.011929474660101802,0.24803546301885193,0.2835273909029729
20.0,Female,Inc3,0.15734207254892243,0.022197206609446688,0.12413202007257096,0.19368805928759403
20.0,Female,Inc4,0.11984210727589548,0.028278913848148415,0.07452564350109003,0.16642732802055082
20.0,Female,Inc5,0.09287216860031706,0.029579059021328475,0.05088182891456028,0.1418046823885587
21.0,Female,Inc1,0.36604725527038784,0.07733945135187881,0.24504711327709644,0.4935889331770394
21.0,Female,Inc2,0.2659958255954081,0.011880261580714617,0.24783662964082553,0.2832873731674378
21.0,Female,Inc3,0.15676613660846914,0.022275464840165352,0.12353508741382435,0.1933061677084318
21.0,Female,Inc4,0.11909424356069342,0.02817305367570293,0.07399826365615436,0.16540178488702484
21.0,Female,Inc5,0.09209653896504154,0.02932637226888042,0.0519686185013567,0.14220904464541162
22.0,Female,Inc1,0.3681285098454291,0.0774401787266559,0.24676197269056627,0.495551564702386
22.0,Female,Inc2,0.26600917442855937,0.011841314316893189,0.24831492847156056,0.28365304571332345
22.0,Female,Inc3,0.15618699263438907,0.022352055412747138,0.12283233498376134,0.19292889541917402
22.0,Female,Inc4,0.11834845274980227,0.028066762786720396,0.07336031734573156,0.1643856196478387
22.0,Female,Inc5,0.09132687034182016,0.029076218121776385,0.05155138774205825,0.14113994470485391
23.0,Female,Inc1,0.37021499464091423,0.0775402958247956,0.24848488291476448,0.49731348823684374
23.0,Female,Inc2,0.26601239044756797,0.011812694296260926,0.248750164561247,0.2839220534221753
23.0,Female,Inc3,0.15560471207528803,0.022426982564065525,0.12213035411728868,0.19267799093736
23.0,Female,Inc4,0.11760477386402403,0.027960067136216175,0.0727266287791124,0.1635299940672521
23.0,Female,Inc5,0.09056312897220578,0.02882857942991182,0.049387128240044986,0.13822992696877656
24.0,Female,Inc1,0.3723066383271854,0.07763980487484136,0.24995341915592792,0.4990754784952643
24.0,Female,Inc2,0.26600546905921957,0.01179443374868694,0.24896506427411264,0.28380239494929144
24.0,Female,Inc3,0.15501936641243771,0.022500251112743334,0.12137264880059961,0.19233423318722287
24.0,Female,Inc4,0.1168632451558319,0.027852992274607868,0.07115623726100995,0.1613478324513058
24.0,Female,Inc5,0.08980528104532541,0.02858343888179257,0.04913297284876772,0.1372975560549904
25.0,Female,Inc1,0.3744033687057962,0.07773870796797698,0.2511246501180482,0.5011363815203155
25.0,Female,Inc2,0.26598840733835927,0.011786535113759149,0.2494365755897447,0.2840823587703133
25.0,Female,Inc3,0.1544310271409214,0.022571866434824266,0.12072890640347056,0.19207110622699086
25.0,Female,Inc4,0.11612390411141925,0.027745563344135575,0.07061329646440284,0.16024478401299247
25.0,Female,Inc5,0.08905329270350396,0.028340779011572295,0.04660780482810156,0.13409404745317233
26.0,Female,Inc1,0.37650511271816517,0.07783700705071728,0.2522995231349451,0.503305487078056
26.0,Female,Inc2,0.26596120403012297,0.011788970833075462,0.2485445467363413,0.2835422492287378
26.0,Female,Inc3,0.15383976575094516,0.022641834440131497,0.12031825548111852,0.19214614088943555
26.0,Female,Inc4,0.11538678745296957,0.027637805075590494,0.07034897688274722,0.1596941575556502
26.0,Female,Inc5,0.0883071300477972,0.028100582206028072,0.046118792808612974,0.13290253897272086
27.0,Female,Inc1,0.3786117964545492,0.07793470391769049,0.2534780322586318,0.5054744682184616
27.0,Female,Inc2,0.2659238595515533,0.011801683535498908,0.24810265273668208,0.2832015448397146
27.0,Female,Inc3,0.1532456537093217,0.022710161549289315,0.1193311362984415,0.19164344400969624
27.0,Female,Inc4,0.11465193114114156,0.027529741785348255,0.0702343453318387,0.15926012123207822
27.0,Female,Inc5,0.08756675914343434,0.027862830711472702,0.04810211039662049,0.13412701534148475
28.0,Female,Inc1,0.3807233451633334,0.07803180020452226,0.25465549901595425,0.5063523162835473
28.0,Female,Inc2,0.26587637599259617,0.011824586611347068,0.24802606525450122,0.28351190148666916
28.0,Female,Inc3,0.15264876244113554,0.02277685467138486,0.11870963429612069,0.19145663603590324
28.0,Female,Inc4,0.1139193703777648,0.027421397372703268,0.06962186122727487,0.15822123092918938
28.0,Female,Inc5,0.08683214602517003,0.02762750664060236,0.04770637746163331,0.13291149810372682
29.0,Female,Inc1,0.3828396832606379,0.07812829738083174,0.25720914084232344,0.5098117307824155
29.0,Female,Inc2,0.2658187571164785,0.01185756515949679,0.24767134504433208,0.28336558478101653
29.0,Female,Inc3,0.15204916331159685,0.02284192118224889,0.11816029673413164,0.19127823053306375
29.0,Female,Inc4,0.1131891396087407,0.02731279531750012,0.06932946007900898,0.15758692209404357
29.0,Female,Inc5,0.086103256702546,0.027394591979278106,0.04702701166122347,0.13152057784219862
30.0,Female,Inc1,0.3849607343402381,0.07822419674335,0.25972943804136495,0.5119808109248549
30.0,Female,Inc2,0.265751008359465,0.011900477280243859,0.2469547688634775,0.2828359578288055
30.0,Female,Inc3,0.1514469276080906,0.022905368903335256,0.11761151907679379,0.19108768104329132
30.0,Female,Inc4,0.11246127252714368,0.02720395867805803,0.0689998912843025,0.156926548845025
30.0,Female,Inc5,0.08538005716506258,0.027164068593239988,0.04722419156559077,0.13081424307078138
31.0,Female,Inc1,0.38708642118379777,0.07831949940917085,0.2623664021937225,0.5147940085649182
31.0,Female,Inc2,0.26567313682999477,0.011953155677053382,0.24622543804576902,0.28233880567519604
31.0,Female,Inc3,0.1508421265224295,0.022967206081180337,0.11693549153344085,0.19076899140387682
31.0,Female,Inc4,0.11173580207651748,0.02709491008938421,0.06850985223829043,0.15606217789298515
31.0,Female,Inc5,0.08466251338726045,0.026935918234752415,0.046896181642659296,0.12970029733380195
32.0,Female,Inc1,0.3892166657714122,0.07841420630914424,0.26182880970567496,0.514906157903191
32.0,Female,Inc2,0.265585151307197,0.012015409522541815,0.24562974453122272,0.2816985936944142
32.0,Female,Inc3,0.15023483113331668,0.023027441367424573,0.11507819391235619,0.18915043219835037
32.0,Female,Inc4,0.11101276045436162,0.026985671761671843,0.06860187020984332,0.15588369708939953
32.0,Female,Inc5,0.08395059133371251,0.02671012254917952,0.04665399759127631,0.12877582730956205
33.0,Female,Inc1,0.39135138929245933,0.07850831818142212,0.2642625446409314,0.5170487297860775
33.0,Female,Inc2,0.26548706223878643,0.012087026538462591,0.24642817694202934,0.28290634747182625
33.0,Female,Inc3,0.14962511238902507,0.02308608379937941,0.11448916187136249,0.18878748622022934
33.0,Female,Inc4,0.11029217911580262,0.02687626547907819,0.06805430773363141,0.15498503050193124
33.0,Female,Inc5,0.08324425696392655,0.026486663081489364,0.04665670236231856,0.1280010586061684
34.0,Female,Inc1,0.3934905121567558,0.07860183556516681,0.2668774473059963,0.5206470015560843
34.0,Female,Inc2,0.26537888173833973,0.012167775236271614,0.24695786133750183,0.28330580933676003
34.0,Female,Inc3,0.14901304109030045,0.023143142781123786,0.113754371966452,0.18842131065970968
34.0,Female,Inc4,0.10957408877744512,0.026766712598778553,0.06742197733756106,0.15391693033981046
34.0,Female,Inc5,0.08254347623715892,0.026265521282685736,0.04621541519307948,0.12688838657411794
35.0,Female,Inc1,0.39563395400601603,0.07869475879443126,0.26895872093660667,0.5231945829252062
35.0,Female,Inc2,0.26526062358195374,0.012257407264006339,0.24572643685979678,0.28244143474417976
35.0,Female,Inc3,0.14839868787349325,0.023198628065115523,0.11331399441954504,0.1881434364918233
35.0,Female,Inc4,0.10885851942139751,0.026657034050291056,0.06697175166819969,0.1532818601661744
35.0,Female,Inc5,0.08184821511713947,0.026046678516166436,0.045563512860702926,0.12577057732035068
36.0,Female,Inc1,0.3977816337256107,0.07878708799222123,0.2688016036912408,0.523466117961313
36.0,Female,Inc2,0.26513230320428693,0.012355659806549832,0.24732045861901852,0.2844912813699141
36.0,Female,Inc3,0.14778212319392672,0.023252549734303376,0.11272791129297188,0.18778294781231386
36.0,Female,Inc4,0.10814550029946733,0.026547250335067902,0.06643524015566082,0.1525801832101502
36.0,Female,Inc5,0.0811584395767082,0.02583011606400701,0.045205441928841905,0.12490002109560228
37.0,Female,Inc1,0.39993346945662167,0.07887882306474811,0.2703849875663496,0.5258870946592704
37.0,Female,Inc2,0.2649939376939876,0.012462257989578937,0.24581443186345875,0.2833142605804227
37.0,Female,Inc3,0.1471634173095058,0.023304918184726787,0.11208210130198204,0.18750605279693222
37.0,Female,Inc4,0.10743505993752087,0.026437381526347968,0.0659021491575621,0.15172911528605137
37.0,Female,Inc5,0.08047411560236409,0.025615815133168726,0.04428144252129784,0.12347585489037205
38.0,Female,Inc1,0.4020893786081891,0.07896996369588236,0.27862870524798544,0.5344502204014382
38.0,Female,Inc2,0.26484554578850916,0.012576917242237504,0.2457827218262223,0.283530757170035
38.0,Female,Inc3,0.14654264026457295,0.02335574410859074,0.11149155814768952,0.1872310426024374
38.0,Female,Inc4,0.10672722614000216,0.02632744726926589,0.06578077714106001,0.15118942089890675
38.0,Female,Inc5,0.0797952091987266,0.02540375686162996,0.03989857709957245,0.1183666561231751
39.0,Female,Inc1,0.40424927787014986,0.07906050934181562,0.27549050203751885,0.5316787808446201
39.0,Female,Inc2,0.26468714786831743,0.01269934557941428,0.24532324134902972,0.28347406770009853
39.0,Female,Inc3,0.14591986187401632,0.023405038477803983,0.11064202696289449,0.18693338273850707
39.0,Female,Inc4,0.10602202599460635,0.026217466781212576,0.06537552696241211,0.15061421920882656
39.0,Female,Inc5,0.07912168639291005,0.02519392232443988,0.04198847354616686,0.11987257909177651
40.0,Female,Inc1,0.4064130832259594,0.07915045922594095,0.27503497224326506,0.5311494353292051
40.0,Female,Inc2,0.264518765950492,0.012829245771018072,0.24445744525084034,0.2830341958931977
40.0,Female,Inc3,0.14529515170763477,0.023452812527969685,0.10979479467290543,0.1862955205794069
40.0,Female,Inc4,0.10531948587710194,0.02610745885244193,0.06528709981386982,0.15031299003763632
40.0,Female,Inc5,0.07845351323881183,0.02498629253969349,0.04156051750245704,0.11865077790099776
41.0,Female,Inc1,0.40858070996589685,0.07923981233395912,0.280849956568049,0.5371319073224149
41.0,Female,Inc2,0.26434042368172594,0.012966317372431882,0.24623812383802335,0.28538888448542626
41.0,Female,Inc3,0.1446685790747652,0.023499077742817672,0.10894993818045051,0.18592664514451152
41.0,Female,Inc4,0.10461963145629753,0.025997441846918632,0.0649247258950888,0.14951718606663145
41.0,Female,Inc5,0.07779065582131447,0.024780848474427214,0.0393976632404055,0.11619606831342755
42.0,Female,Inc1,0.41075207270054637,0.07932856740921938,0.28264755952389453,0.5389750071508368
