Score,Gender,Income,Age-range,Mean,SD,HDI_5%,HDI_95%
S1,Female,Inc1,50-64,0.2512066724017183,0.009283049683797921,0.2365094100974278,0.2668479669030433
S2,Female,Inc1,50-64,0.07324911882292025,0.005469155449762457,0.06400783545543617,0.08201716143288236
S3,Female,Inc1,50-64,0.05127734070823332,0.004389298012743653,0.044509616849962186,0.05872239184211171
S0,Male,Inc1,50-64,0.6564462214729652,0.011047297079212303,0.6382146817138146,0.67443230557872
S1,Male,Inc1,50-64,0.2419492732209319,0.009584938443314782,0.22639479725876846,0.25786838098630893
S2,Male,Inc1,50-64,0.06134111510521234,0.004859699336718432,0.05311881246782875,0.06906655668582595
S3,Male,Inc1,50-64,0.04026339020089054,0.003667817211226031,0.03458014837786364,0.04644492200036845
S0,Female,Inc2,50-64,0.7079851149452893,0.010447901832131259,0.6913439705634845,0.725007550616087
S1,Female,Inc2,50-64,0.20300783577989567,0.008591121572676679,0.18789949111273746,0.21627453966427043
S2,Female,Inc2,50-64,0.054464842577722605,0.004338760990590408,0.04710884195410029,0.061161004997875246
S3,Female,Inc2,50-64,0.0345422066970924,0.0035124052032828893,0.02883130044710048,0.040241510119376725
S0,Male,Inc2,50-64,0.6972394500238495,0.010256190101727342,0.6816918780348652,0.7150842666834046
S1,Male,Inc2,50-64,0.21292442909455064,0.008717984738565316,0.19941215526552272,0.22817010637749982
S2,Male,Inc2,50-64,0.05547352341760068,0.004333395404951847,0.04852075498475433,0.06260677997762566
S3,Male,Inc2,50-64,0.03436259746399911,0.0032017817770993422,0.028837187691303123,0.03940484740500449
S0,Female,Inc3,50-64,0.7057565865854346,0.010507543782086966,0.6883445928666785,0.7226535290479266
S1,Female,Inc3,50-64,0.20806155872214396,0.009408762452212938,0.19363274206578698,0.2243933547978354
S2,Female,Inc3,50-64,0.052882712235700596,0.004875918247947388,0.044672091445050445,0.06072762631767875
S3,Female,Inc3,50-64,0.03329914245672076,0.003930541354053564,0.026869740377145172,0.03965734780024921
S0,Male,Inc3,50-64,0.7264696484267511,0.010230554610250705,0.7084061817243728,0.7425008913318188
S1,Male,Inc3,50-64,0.1967899380960402,0.009005193213103528,0.18311814546288646,0.21272898194290726
S2,Male,Inc3,50-64,0.047644133120975485,0.00429863855633185,0.04112318182004347,0.05523159292544071
S3,Male,Inc3,50-64,0.029096280356233295,0.0033223086812827424,0.02389885095132661,0.034803110996274145
S0,Female,Inc4,50-64,0.6169299949263434,0.007433676237744854,0.6035993621202334,0.6282515121006466
S1,Female,Inc4,50-64,0.25264821745995697,0.006587884239128584,0.24143194517116282,0.26296014074172014
S2,Female,Inc4,50-64,0.07587907041080878,0.004106677613208427,0.06880879541364668,0.08224232796183663
S3,Female,Inc4,50-64,0.054542717202890924,0.0036247910671585834,0.04870866440244761,0.06079818453940658
S0,Male,Inc4,50-64,0.6181929734459498,0.008961078772170967,0.6034550390381781,0.6329348211376823
S1,Male,Inc4,50-64,0.250320795320367,0.007588888147360347,0.23735445267865762,0.2621404743295077
S2,Male,Inc4,50-64,0.07619475569391972,0.004792623041623145,0.06844383169435819,0.08407440406508884
S3,Male,Inc4,50-64,0.05529147553976345,0.0043609238167185505,0.04841667521277668,0.06281544877554929
S0,Female,Inc5,50-64,0.5389562142650166,0.008590845474888552,0.5250585731779844,0.5532093815767115
S1,Female,Inc5,50-64,0.2865944848640585,0.007424589583116858,0.2744971569576705,0.2986255868373885
S2,Female,Inc5,50-64,0.10075588420461382,0.00564776245469765,0.0913757612624349,0.10984177007818732
S3,Female,Inc5,50-64,0.07369341666631114,0.005017202039970993,0.06532408469857948,0.08170833824023818
S0,Male,Inc5,50-64,0.5375140365158345,0.00877170435294435,0.5238525074120812,0.552616111003248
S1,Male,Inc5,50-64,0.28915533124086046,0.007465481411118661,0.27723368525788167,0.3015971236870094
S2,Male,Inc5,50-64,0.10129453574810549,0.005564168808355283,0.09168275907813188,0.11015151764417551
S3,Male,Inc5,50-64,0.0720360964951995,0.004817828324153195,0.06415421053541039,0.0799047411680201
S0,Female,Inc1,65-83,0.6242668680671282,0.010687041812496977,0.6073630244989005,0.6421016712611918
S1,Female,Inc1,65-83,0.2512066724017183,0.009283049683797921,0.2365094100974278,0.2668479669030433
S2,Female,Inc1,65-83,0.07324911882292025,0.005469155449762457,0.06400783545543617,0.08201716143288236
S3,Female,Inc1,65-83,0.05127734070823332,0.004389298012743653,0.044509616849962186,0.05872239184211171
S0,Male,Inc1,65-83,0.6564462214729652,0.011047297079212303,0.6382146817138146,0.67443230557872
S1,Male,Inc1,65-83,0.2419492732209319,0.009584938443314782,0.22639479725876846,0.25786838098630893
S2,Male,Inc1,65-83,0.06134111510521234,0.004859699336718432,0.05311881246782875,0.06906655668582595
S3,Male,Inc1,65-83,0.04026339020089054,0.003667817211226031,0.03458014837786364,0.04644492200036845
S0,Female,Inc2,65-83,0.7079851149452893,0.010447901832131259,0.6913439705634845,0.725007550616087
S1,Female,Inc2,65-83,0.20300783577989567,0.008591121572676679,0.18789949111273746,0.21627453966427043
S2,Female,Inc2,65-83,0.054464842577722605,0.004338760990590408,0.04710884195410029,0.061161004997875246
S3,Female,Inc2,65-83,0.0345422066970924,0.0035124052032828893,0.02883130044710048,0.040241510119376725
S0,Male,Inc2,65-83,0.6972394500238495,0.010256190101727342,0.6816918780348652,0.7150842666834046
S1,Male,Inc2,65-83,0.21292442909455064,0.008717984738565316,0.19941215526552272,0.22817010637749982
S2,Male,Inc2,65-83,0.05547352341760068,0.004333395404951847,0.04852075498475433,0.06260677997762566
S3,Male,Inc2,65-83,0.03436259746399911,0.0032017817770993422,0.028837187691303123,0.03940484740500449
S0,Female,Inc3,65-83,0.7057565865854346,0.010507543782086966,0.6883445928666785,0.7226535290479266
S1,Female,Inc3,65-83,0.20806155872214396,0.009408762452212938,0.19363274206578698,0.2243933547978354
S2,Female,Inc3,65-83,0.052882712235700596,0.004875918247947388,0.044672091445050445,0.06072762631767875
S3,Female,Inc3,65-83,0.03329914245672076,0.003930541354053564,0.026869740377145172,0.03965734780024921
S0,Male,Inc3,65-83,0.7264696484267511,0.010230554610250705,0.7084061817243728,0.7425008913318188
S1,Male,Inc3,65-83,0.1967899380960402,0.009005193213103528,0.18311814546288646,0.21272898194290726
S2,Male,Inc3,65-83,0.047644133120975485,0.00429863855633185,0.04112318182004347,0.05523159292544071
S3,Male,Inc3,65-83,0.029096280356233295,0.0033223086812827424,0.02389885095132661,0.034803110996274145
S0,Female,Inc4,65-83,0.6169299949263434,0.007433676237744854,0.6035993621202334,0.6282515121006466
S1,Female,Inc4,65-83,0.25264821745995697,0.006587884239128584,0.24143194517116282,0.26296014074172014
S2,Female,Inc4,65-83,0.07587907041080878,0.004106677613208427,0.06880879541364668,0.08224232796183663
S3,Female,Inc4,65-83,0.054542717202890924,0.0036247910671585834,0.04870866440244761,0.06079818453940658
S0,Male,Inc4,65-83,0.6181929734459498,0.008961078772170967,0.6034550390381781,0.6329348211376823
S1,Male,Inc4,65-83,0.250320795320367,0.007588888147360347,0.23735445267865762,0.2621404743295077
S2,Male,Inc4,65-83,0.07619475569391972,0.004792623041623145,0.06844383169435819,0.08407440406508884
S3,Male,Inc4,65-83,0.05529147553976345,0.0043609238167185505,0.04841667521277668,0.06281544877554929
S0,Female,Inc5,65-83,0.5389562142650166,0.008590845474888552,0.5250585731779844,0.5532093815767115
S1,Female,Inc5,65-83,0.2865944848640585,0.007424589583116858,0.2744971569576705,0.2986255868373885
S2,Female,Inc5,65-83,0.10075588420461382,0.00564776245469765,0.0913757612624349,0.10984177007818732
S3,Female,Inc5,65-83,0.07369341666631114,0.005017202039970993,0.06532408469857948,0.08170833824023818
S0,Male,Inc5,65-83,0.5375140365158345,0.00877170435294435,0.5238525074120812,0.552616111003248
S1,Male,Inc5,65-83,0.28915533124086046,0.007465481411118661,0.27723368525788167,0.3015971236870094
S2,Male,Inc5,65-83,0.10129453574810549,0.005564168808355283,0.09168275907813188,0.11015151764417551
S3,Male,Inc5,65-83,0.0720360964951995,0.004817828324153195,0.06415421053541039,0.0799047411680201
S0,Female,Inc1,Average_Age,0.636485399669249,0.01020372355803664,0.619994295841899,0.65317421359025
S1,Female,Inc1,Average_Age,0.24653458533876293,0.0092682474137399,0.23176870868631255,0.26211958319160555
S2,Female,Inc1,Average_Age,0.0694086808030125,0.005144074954459881,0.0608096250999265,0.07775131366362692
S3,Female,Inc1,Average_Age,0.04757133418897553,0.004015274617029843,0.040645400436983406,0.05377334988237405
S0,Male,Inc1,Average_Age,0.6456714596386887,0.010077770283256746,0.6291376195605601,0.6618566110877431
S1,Male,Inc1,Average_Age,0.24376604734028978,0.009032174854314418,0.2297426855925843,0.25910413540381777
S2,Male,Inc1,Average_Age,0.06622580730252756,0.004943155429859665,0.057787553310602625,0.07394429355609965
S3,Male,Inc1,Average_Age,0.04433668571849388,0.003774539582015413,0.038348634415316954,0.05044632084072072
S0,Female,Inc2,Average_Age,0.6870650636303415,0.010017009725236885,0.6699714041212357,0.7027293467211253
S1,Female,Inc2,Average_Age,0.22167704485001344,0.008823796073478432,0.20733976569537066,0.23662091454431913
S2,Female,Inc2,Average_Age,0.056706909508754795,0.004395540287656953,0.04955775250452184,0.0638253180390115
S3,Female,Inc2,Average_Age,0.03455098201089025,0.0032469511556655053,0.029348846655277074,0.03993288910906703
S0,Male,Inc2,Average_Age,0.6790002987080743,0.009987008361256686,0.6626235097223075,0.6949783298858138
S1,Male,Inc2,Average_Age,0.22355167157968106,0.008689556355101347,0.2085068974019785,0.23740314641590946
S2,Male,Inc2,Average_Age,0.05991868744839259,0.004534478653584034,0.0525572149826303,0.06722856089009255
S3,Male,Inc2,Average_Age,0.03752934226385214,0.003422676545348966,0.03163046947947296,0.04289462585772748
S0,Female,Inc3,Average_Age,0.7145779365447377,0.009706169568143205,0.6987108397731726,0.7308254957796154
S1,Female,Inc3,Average_Age,0.20434551229358847,0.008667848069930113,0.19076979732699129,0.21917424007461955
S2,Female,Inc3,Average_Age,0.050060765471518796,0.00425987149133382,0.042948127978202834,0.057053882381357106
S3,Female,Inc3,Average_Age,0.031015785690155076,0.0033436261395112126,0.025816604459873174,0.036649232229660544
S0,Male,Inc3,Average_Age,0.719337791364887,0.00953150544521881,0.7042826090280154,0.7355776362826058
S1,Male,Inc3,Average_Age,0.20308890678602182,0.008351976043436016,0.1899184543936663,0.21747925060886816
S2,Male,Inc3,Average_Age,0.04823913698512634,0.003924659243334102,0.041941813177877665,0.05494393471055716
S3,Male,Inc3,Average_Age,0.02933416486396487,0.0029998581494450395,0.02448148192984226,0.03422708421206315
S0,Female,Inc4,Average_Age,0.6084082863748211,0.007481951796653797,0.59465397753515,0.6196354511530429
S1,Female,Inc4,Average_Age,0.2570448450684367,0.006727572240603264,0.24589776212522327,0.2677104399036004
S2,Female,Inc4,Average_Age,0.07820059829795649,0.004230639026058314,0.07184372054690957,0.08582897614053933
S3,Female,Inc4,Average_Age,0.05634627025878572,0.0037224716555924395,0.05035976163480225,0.06251281772486803
S0,Male,Inc4,Average_Age,0.6445526022635357,0.007592373267415523,0.6318144248245452,0.6565078089100288
S1,Male,Inc4,Average_Age,0.23942561607946658,0.006833540797040189,0.2280797525579881,0.25047888209540503
S2,Male,Inc4,Average_Age,0.06756767851347475,0.003959303483445681,0.061115735074758926,0.07411392118481218
S3,Male,Inc4,Average_Age,0.04845410314352297,0.0034234351429333204,0.042514994162925375,0.05377401711652158
S0,Female,Inc5,Average_Age,0.5257931542693954,0.007841647468042608,0.5128706360753784,0.5384117329359269
S1,Female,Inc5,Average_Age,0.29101782287850875,0.007061872394167757,0.279311220103188,0.3021714336226914
S2,Female,Inc5,Average_Age,0.10407239488755737,0.0054147378071615375,0.09499881154251825,0.11273557955452239
S3,Female,Inc5,Average_Age,0.07911662796453839,0.00489253809844407,0.07097109330597083,0.0869186044553278
S0,Male,Inc5,Average_Age,0.5253029206269257,0.007857278235832085,0.5118883936273194,0.5375228918291111
S1,Male,Inc5,Average_Age,0.29367366757318986,0.0071059875210004505,0.2822714294800709,0.3056106616612106
S2,Male,Inc5,Average_Age,0.10389766441820537,0.005386457810117908,0.09485333037463232,0.11253547664890723
S3,Male,Inc5,Average_Age,0.07712574738167913,0.004795879290022762,0.0693055967522516,0.08509579603374369
S0,Female,Average_Income,Average_Age,0.6329353186946285,0.006231418188682366,0.6229878602472859,0.6431882538302959
S1,Female,Average_Income,Average_Age,0.24504238354374183,0.005798505906095439,0.23586169145718247,0.2548613731238651
S2,Female,Average_Income,Average_Age,0.07197498464664262,0.00354082676502833,0.06608395115056119,0.07759387447901277
S3,Female,Average_Income,Average_Age,0.05004731311498707,0.002916773097361932,0.045524004385474916,0.055037812685237025
S0,Male,Average_Income,Average_Age,0.6389096514838656,0.0061843395295975295,0.6292376708528803,0.6493908550872446
S1,Male,Average_Income,Average_Age,0.24231274636317066,0.005725337467691131,0.2335335667644738,0.2524537396250592
S2,Male,Average_Income,Average_Age,0.07037126350013205,0.0034750857565826556,0.06458833124052583,0.07592442676506758
S3,Male,Average_Income,Average_Age,0.04840633865283179,0.0028227836896205375,0.04393928662279373,0.053120601412514755
